거래금액,아파트,월,일,전용면적,층
27,500,정관신도시롯데캐슬,3,6,84.85,2
50,000,정관협성르네상스타운,3,7,126.2039,10
42,700,이진캐스빌,3,12,84.9821,12
40,000,정관신도시롯데캐슬,3,18,123.35,1
34,300,정관신도시롯데캐슬,3,20,84.85,7
39,900,정관신도시한진해모로,3,22,109.6398,5
59,000,정관신동아파밀리에,3,23,152.64,5
29,500,정관동일스위트1차,3,25,84.9923,3
22,000,정관동일스위트1차,3,25,59.8245,4
24,900,정관동일스위트1차,3,26,59.8302,14
38,500,정관신도시계룡리슈빌,3,27,84.836,18
30,000,정관동일스위트1차,3,27,84.9971,15
30,000,정관동일스위트1차,3,27,84.9971,15
34,800,정관신도시롯데캐슬,3,29,84.85,11
41,000,정관신동아파밀리에,3,31,110.33,11
25,000,정관동일스위트1차,3,31,74.258,20
40,500,일광한신더휴센트럴포레1단지,3,1,75.9504,3
47,750,일광자이푸르지오2단지,3,1,84.9718,3
50,000,일광자이푸르지오2단지,3,1,84.9062,10
60,000,일광자이푸르지오2단지,3,2,84.9718,22
34,500,이지더원1차오션포레,3,2,59.6231,18
60,000,일광신도시비스타동원1차,3,3,96.1765,10
32,500,이지더원1차오션포레,3,3,59.6231,3
50,500,e편한세상일광,3,4,84.9868,4
60,000,일광신도시비스타동원1차,3,4,104.2061,4
34,300,이지더원1차오션포레,3,4,59.6231,22
34,500,이지더원1차오션포레,3,4,59.6231,4
51,800,일광자이푸르지오2단지,3,4,84.9062,10
54,000,일광자이푸르지오2단지,3,4,84.9062,24
50,000,일광자이푸르지오1단지,3,4,84.9718,6
50,000,일광자이푸르지오1단지,3,4,84.9718,6
42,000,일광대성베르힐,3,4,84.505,11
44,500,e편한세상일광,3,5,74.9729,28
43,000,일광대성베르힐,3,5,84.5535,9
51,500,일광자이푸르지오2단지,3,5,84.9718,3
65,000,일광신도시비스타동원1차,3,6,104.2061,3
66,500,일광신도시비스타동원1차,3,7,104.2061,11
44,500,e편한세상일광,3,8,74.9791,23
42,700,일광대성베르힐,3,8,84.5535,11
37,000,이지더원1차오션포레,3,8,59.6181,26
51,800,e편한세상일광,3,10,84.9868,21
53,300,일광자이푸르지오2단지,3,11,84.9718,8
32,900,이지더원1차오션포레,3,11,59.6231,6
54,000,일광자이푸르지오2단지,3,11,84.9718,20
45,000,e편한세상일광,3,11,74.9791,12
51,000,일광자이푸르지오2단지,3,12,84.9718,4
50,000,일광자이푸르지오1단지,3,15,84.9849,14
52,000,e편한세상일광,3,15,84.9868,8
51,000,일광자이푸르지오1단지,3,15,84.9062,15
52,000,e편한세상일광,3,18,84.9868,29
44,500,e편한세상일광,3,18,74.9729,9
44,800,e편한세상일광,3,20,74.9729,26
71,500,일광신도시비스타동원1차,3,23,104.2061,26
52,500,일광자이푸르지오2단지,3,24,84.9062,12
57,800,일광자이푸르지오2단지,3,24,84.9062,17
45,000,일광한신더휴센트럴포레1단지,3,28,84.9371,19
45,000,e편한세상일광,3,29,74.9791,27
50,800,일광자이푸르지오1단지,3,30,84.9062,6
50,800,일광자이푸르지오1단지,3,30,84.9062,6
34,300,이지더원1차오션포레,3,31,59.6231,25
68,000,일광신도시비스타동원2차,3,1,104.206,26
63,000,일광신도시비스타동원2차,3,6,96.1765,17
29,300,가화일광타워,3,6,59.8905,11
77,000,일광신도시비스타동원2차,3,13,104.206,31
30,300,가화일광타워,3,15,59.8905,28
56,800,일광신도시비스타동원2차,3,17,96.1765,20
18,100,가화일광타워,3,20,59.8905,9
17,600,동부산쏠마레,3,20,49.0658,8
16,800,동부산쏠마레,3,22,49.0658,7
81,500,일광신도시비스타동원2차,3,26,104.206,13
65,000,일광신도시비스타동원2차,3,28,104.206,2
65,000,일광신도시비스타동원2차,3,31,96.1765,25
22,100,동부스위트,4,3,82.09,9
17,500,한신,4,4,59.85,18
27,500,한신,4,5,99.9,24
16,000,한신,4,13,59.85,13
18,300,한신,4,25,59.85,24
18,100,한신,4,28,59.85,13
16,400,한신,4,29,59.85,4
13,700,문화그린맨션,4,1,59.91,10
13,200,문화그린맨션,4,3,59.91,7
20,900,태영,4,5,84.975,1
14,000,태영,4,8,59.75,2
29,500,기장유림노르웨이숲,4,8,69.7411,10
37,700,이진캐스빌블루1차,4,14,84.9753,19
23,500,기장유림노르웨이숲,4,26,53.0447,3
17,500,서부주공,4,9,46.2,15
14,500,서부주공,4,15,46.2,1
22,850,서부주공,4,17,59.83,14
14,200,이진테마빌,4,19,59.0604,21
19,600,이진캐스빌,4,7,59.91,14
22,800,씨엘늘채움,4,10,78.0341,10
23,000,센트리움기장,4,13,67.037,11
17,300,삼협아띠랑스,4,14,59.695,13
15,800,한평드림빌,4,20,84.15,7
11,900,씨앤스타빌,4,5,49.96,10
27,000,우신네오빌,4,12,84.9888,17
11,700,씨앤스타빌,4,14,49.96,13
15,000,청강주공,4,17,39.69,5
19,000,우신네오빌,4,17,59.9882,21
17,900,우신네오빌,4,20,59.9882,4
15,700,청강주공,4,24,39.3,5
11,000,씨앤스타빌,4,28,47.28,4
29,500,경보그랜드비치,4,10,59.9295,17
45,000,동부산관광단지삼정그린코아더베스트,4,26,84.9887,6
21,000,가화만사성정관타운,4,5,59.9567,7
35,000,정관가화만사성더테라스1차,4,5,106.0011,1
17,950,가화만사성정관타운,4,9,59.9567,5
22,800,부산정관지구이지더원5차아파트,4,9,68.414,15
27,000,정관가화만사성더테라스1차,4,10,60.1758,4
33,300,정관가화만사성더테라스2차,4,11,60.1758,6
56,800,정관가화만사성더테라스1차,4,11,84.9623,6
26,500,정관가화만사성더테라스2차,4,12,60.1758,4
34,200,정관가화만사성더테라스2차,4,12,60.1758,6
25,500,정관가화만사성더테라스2차,4,16,60.1758,2
38,000,정관가화만사성더테라스2차,4,19,60.1758,6
33,000,정관가화만사성더테라스2차,4,19,60.1758,6
26,000,정관가화만사성더테라스1차,4,21,60.1758,4
19,450,서희스타힐스,4,21,59.81,6
19,450,서희스타힐스,4,21,59.81,6
26,500,정관가화만사성더테라스2차,4,22,60.1758,3
21,000,부산정관지구이지더원5차아파트,4,25,68.414,2
23,000,부산정관지구이지더원5차아파트,4,28,68.414,13
38,400,정관2차동원로얄듀크,4,8,84.999,18
37,500,정관2차동원로얄듀크,4,12,84.9993,7
36,000,정관2차동원로얄듀크,4,12,84.999,14
38,000,정관2차동원로얄듀크,4,18,84.9993,17
9,100,재흥,4,3,46.895,1
22,000,정관1차동원로얄듀크,4,6,59.997,8
27,500,정관1차동원로얄듀크,4,15,79.6526,6
44,500,두산위브더테라스,4,19,84.821,5
21,650,정관1차동원로얄듀크,4,20,59.997,14
33,000,두산위브더테라스,4,21,84.868,3
27,500,정관1차동원로얄듀크,4,29,79.6526,7
26,000,이지더원3차,4,1,65.6536,13
35,400,정관롯데캐슬2차,4,1,101.8124,13
31,200,이지더원3차,4,4,84.97,13
24,100,동일스위트3차,4,6,65.9397,11
32,000,이지더원3차,4,7,84.97,14
32,000,정관현진에버빌,4,8,84.988,11
32,000,동일스위트3차,4,8,100.7622,9
25,800,이지더원,4,8,84.8834,8
25,500,동일스위트3차,4,9,75.5781,1
19,300,정관동일스위트2차,4,14,59.9337,13
19,500,정관동일스위트2차,4,14,59.9337,15
31,000,동일스위트3차,4,14,84.9174,9
28,100,이지더원3차,4,14,74.1653,7
25,000,이지더원3차,4,16,65.6536,6
56,000,정관롯데캐슬2차,4,18,149.6196,20
31,400,이지더원3차,4,18,84.97,14
24,200,이지더원,4,18,84.7808,3
20,500,이지더원2차,4,18,59.8935,6
27,800,동일스위트3차,4,20,84.9174,5
33,800,동일스위트3차,4,20,100.7622,8
29,000,동일스위트3차,4,21,84.9938,14
26,400,이지더원,4,22,84.7808,17
36,300,정관롯데캐슬2차,4,22,101.8124,10
24,780,이지더원,4,24,84.8834,5
24,200,동일스위트3차,4,24,65.9876,13
19,300,정관동일스위트2차,4,26,59.9337,13
27,400,동일스위트3차,4,26,75.5781,20
21,500,정관동일스위트2차,4,27,59.9337,20
29,900,이지더원2차,4,27,84.9644,5
26,900,이지더원3차,4,27,74.1653,7
28,000,정관동일스위트2차,4,27,84.9803,20
40,000,정관현진에버빌,4,28,116.024,4
36,000,정관롯데캐슬2차,4,29,101.8124,17
38,600,정관신도시롯데캐슬,4,1,123.35,13
46,000,정관신도시한진해모로,4,5,110.1369,3
21,500,정관양우내안愛,4,7,59.8986,11
27,800,정관동일스위트1차,4,7,84.9923,1
30,300,정관동일스위트1차,4,8,84.9899,11
20,500,정관동일스위트1차,4,8,59.8245,10
43,000,정관협성르네상스타운,4,10,101.316,11
40,000,정관신도시롯데캐슬,4,11,123.35,4
29,500,이진캐스빌,4,11,59.8881,11
28,000,이진캐스빌,4,11,59.8881,7
28,900,정관동일스위트1차,4,12,84.9971,5
48,000,정관신도시한진해모로,4,13,122.9131,7
21,000,정관양우내안愛,4,13,59.9527,8
30,000,정관동일스위트1차,4,14,84.9971,14
29,900,정관동일스위트1차,4,15,84.9971,15
31,000,정관동일스위트1차,4,17,84.8734,7
29,000,정관동일스위트1차,4,21,84.8734,16
22,800,정관동일스위트1차,4,22,59.6502,19
40,000,정관신도시한진해모로,4,25,109.3076,1
19,500,정관동일스위트1차,4,26,59.8302,1
59,800,정관신동아파밀리에,4,26,152.64,4
45,000,정관신도시한진해모로,4,26,109.6398,13
29,500,정관동일스위트1차,4,28,84.8734,10
30,200,정관동일스위트1차,4,28,84.8734,5
50,000,정관신동아파밀리에,4,29,139.93,9
55,500,일광자이푸르지오2단지,4,3,84.9062,23
44,500,일광대성베르힐,4,8,84.5535,14
43,700,e편한세상일광,4,8,74.9791,6
35,000,이지더원1차오션포레,4,13,59.6231,21
49,500,e편한세상일광,4,14,79.9871,12
47,000,일광한신더휴센트럴포레1단지,4,15,84.9371,18
36,000,이지더원1차오션포레,4,15,59.6231,8
36,000,이지더원1차오션포레,4,15,59.6231,8
65,000,일광신도시비스타동원1차,4,15,104.2061,24
45,700,일광한신더휴센트럴포레1단지,4,17,84.9371,17
43,000,e편한세상일광,4,18,74.9791,11
52,000,e편한세상일광,4,19,84.9868,12
52,500,일광한신더휴센트럴포레2단지,4,20,84.9616,14
43,400,일광대성베르힐,4,20,84.505,16
59,500,일광신도시비스타동원1차,4,20,96.1765,12
51,900,일광자이푸르지오1단지,4,20,84.9849,20
54,000,일광신도시비스타동원1차,4,23,96.1765,3
70,300,일광신도시비스타동원1차,4,24,104.2061,7
44,500,일광대성베르힐,4,25,84.5535,14
44,500,일광대성베르힐,4,25,84.5535,14
53,500,일광자이푸르지오2단지,4,27,84.9718,4
61,000,일광자이푸르지오2단지,4,27,84.9677,20
54,000,e편한세상일광,4,29,84.9868,26
43,000,e편한세상일광,4,29,74.9791,5
72,500,일광신도시비스타동원1차,4,29,104.2061,12
90,000,일광신도시비스타동원2차,4,1,104.206,18
62,500,일광신도시비스타동원2차,4,7,96.1765,10
67,000,일광신도시비스타동원2차,4,11,104.206,6
59,500,일광신도시비스타동원2차,4,22,96.1765,21
58,500,일광신도시비스타동원2차,4,24,96.1765,19
23,800,가화일광타워,4,27,59.8905,14
57,000,일광신도시비스타동원2차,4,30,96.1765,26
32,100,고촌센트럴아파트,4,3,84.78,5
33,000,고촌센트럴아파트,4,5,84.95,13
27,000,한신,5,1,84.985,8
26,500,한신,5,3,84.985,6
16,000,한신,5,3,59.85,17
14,000,한신,5,8,59.85,9
25,900,한신,5,17,84.985,7
32,000,한신,5,19,99.9,25
15,000,더포인트,5,24,47.7119,4
17,000,이진스카이빌,5,26,59.97,15
19,000,가화만사성,5,11,59.9869,19
12,000,부전타워,5,13,59.38,2
24,700,기장유림노르웨이숲,5,14,53.0447,11
12,000,문화그린맨션,5,25,59.91,3
14,500,성신목화,5,26,84.78,1
10,500,이진테마빌,5,2,51.2689,8
22,500,서부주공,5,4,59.92,12
13,500,이진테마빌,5,13,59.0604,8
14,000,이진테마빌,5,15,59.0604,12
22,850,서부주공,5,19,59.83,14
13,500,대라주공,5,5,39.72,3
33,000,이진캐스빌골드,5,13,84.5689,20
9,000,수신,5,16,59.86,3
9,000,수신,5,16,59.86,3
15,000,센트럴파크빌라6차,5,17,80.57,7
19,700,이진캐스빌,5,17,59.91,9
18,900,이진캐스빌,5,19,59.91,15
15,100,대라주공,5,22,47.1,2
12,300,동국에버리치,5,24,53.29,7
16,000,이진캐스빌,5,26,59.91,8
5,450,씨앤스타빌,5,9,24.58,4
35,000,현대,5,18,84.6,10
31,500,현대,5,22,84.6,2
18,000,현대,5,22,59.95,1
30,000,웨이브리즈,5,24,59.99,6
18,000,우신네오빌,5,30,59.9882,8
46,000,동부산관광단지삼정그린코아더베스트,5,7,84.9887,8
48,000,동부산관광단지삼정그린코아더베스트,5,23,84.9887,11
21,300,서희스타힐스,5,3,59.81,15
61,000,정관가화만사성더테라스2차,5,16,84.9623,6
26,000,정관가화만사성더테라스1차,5,20,60.1758,4
21,000,부산정관지구이지더원5차아파트,5,25,68.414,2
26,500,정관가화만사성더테라스2차,5,25,60.1758,4
19,000,서희스타힐스,5,30,59.81,8
27,700,정관2차동원로얄듀크,5,3,59.997,17
36,800,정관2차동원로얄듀크,5,12,84.999,4
27,500,정관2차동원로얄듀크,5,12,59.997,16
37,600,정관2차동원로얄듀크,5,22,84.999,18
38,000,정관2차동원로얄듀크,5,26,84.9993,16
42,800,두산위브더테라스,5,3,84.821,5
21,300,정관1차동원로얄듀크,5,13,59.997,18
21,800,정관1차동원로얄듀크,5,15,59.997,18
18,700,정관센트럴파크,5,16,59.83,7
21,000,정관1차동원로얄듀크,5,16,59.997,19
31,000,두산위브더테라스,5,19,84.974,1
9,400,성림,5,22,48.28,3
22,500,동일스위트3차,5,5,65.9876,6
27,500,이지더원2차,5,6,84.9644,3
20,600,이지더원2차,5,6,59.8935,16
31,200,이지더원3차,5,8,84.97,7
31,400,이지더원3차,5,9,84.97,13
28,500,정관동일스위트2차,5,10,84.9864,9
30,000,정관동일스위트2차,5,12,84.9803,7
21,150,이지더원2차,5,12,59.9984,9
31,500,정관동일스위트2차,5,13,84.9803,20
18,800,이지더원,5,13,59.8832,17
25,800,이지더원3차,5,19,65.6536,1
29,300,정관동일스위트2차,5,20,84.9882,18
29,300,정관동일스위트2차,5,20,84.9882,18
26,000,이지더원3차,5,22,65.6536,8
30,300,이지더원3차,5,23,84.97,4
26,800,이지더원3차,5,24,65.6536,16
22,000,동일스위트3차,5,26,65.9876,6
22,000,동일스위트3차,5,26,65.9876,6
19,800,정관동일스위트2차,5,31,59.9337,3
29,150,정관동일스위트1차,5,1,84.8734,3
24,000,정관양우내안愛,5,1,59.8986,13
40,500,이진캐스빌,5,2,84.9281,1
38,200,정관신도시한진해모로,5,2,109.3076,4
40,000,정관신도시롯데캐슬,5,4,101.74,9
32,000,정관신도시롯데캐슬,5,4,84.85,13
40,800,정관협성르네상스타운,5,5,103.0027,5
57,500,정관협성르네상스타운,5,6,126.2039,14
22,500,정관동일스위트1차,5,6,59.6502,13
31,800,정관신도시롯데캐슬,5,7,101.74,12
30,000,이진캐스빌,5,9,59.8881,12
31,000,이진캐스빌,5,10,59.8881,15
34,000,정관신동아파밀리에,5,12,107.83,6
36,500,정관신도시계룡리슈빌,5,13,84.836,9
23,400,정관동일스위트1차,5,17,59.8302,6
39,500,정관신도시한진해모로,5,23,109.3076,7
60,000,정관신도시계룡리슈빌,5,23,131.9791,17
24,800,정관동일스위트1차,5,23,59.8302,12
32,000,이진캐스빌,5,24,59.8881,14
22,500,정관동일스위트1차,5,25,59.8245,3
20,000,정관동일스위트1차,5,29,59.6502,3
34,800,정관동일스위트1차,5,30,84.9923,6
46,000,정관신도시계룡리슈빌,5,30,112.6636,17
57,000,일광자이푸르지오2단지,5,1,84.9677,7
49,000,e편한세상일광,5,1,84.9868,23
44,800,e편한세상일광,5,2,74.9729,26
58,000,일광자이푸르지오2단지,5,2,84.9062,6
42,500,일광대성베르힐,5,3,84.505,5
52,000,e편한세상일광,5,3,84.9868,29
45,000,일광한신더휴센트럴포레1단지,5,4,84.9616,15
56,300,일광자이푸르지오2단지,5,6,84.9849,18
43,000,일광자이푸르지오1단지,5,8,63.9811,9
54,000,일광자이푸르지오1단지,5,9,84.9849,21
48,900,일광자이푸르지오1단지,5,10,75.5544,8
33,800,이지더원1차오션포레,5,11,59.6231,23
37,000,일광한신더휴센트럴포레1단지,5,12,59.8167,16
49,500,일광자이푸르지오2단지,5,12,75.5544,18
51,000,일광자이푸르지오2단지,5,13,84.9849,4
56,900,일광자이푸르지오1단지,5,13,84.9849,10
45,000,e편한세상일광,5,13,74.9791,24
51,000,일광자이푸르지오1단지,5,13,84.9718,10
45,250,일광대성베르힐,5,15,84.5535,24
33,700,일광한신더휴센트럴포레1단지,5,15,59.8167,3
61,500,일광자이푸르지오2단지,5,20,84.9596,14
36,200,이지더원1차오션포레,5,20,59.6231,25
51,000,일광자이푸르지오2단지,5,22,84.9849,22
54,500,e편한세상일광,5,24,84.9868,20
36,500,이지더원1차오션포레,5,24,59.6231,10
44,000,일광대성베르힐,5,25,84.505,19
36,000,이지더원1차오션포레,5,26,59.6231,18
44,500,일광한신더휴센트럴포레2단지,5,26,75.9504,22
52,500,일광자이푸르지오2단지,5,29,84.9718,2
52,500,일광자이푸르지오2단지,5,29,84.9718,2
59,000,일광신도시비스타동원2차,5,13,96.1765,22
70,000,일광신도시비스타동원2차,5,23,104.206,17
13,500,정도한스빌,5,26,54.562,4
16,152,가화일광타워,5,27,59.8654,20
23,200,동부스위트,6,7,82.09,11
13,000,삼화펠리스힐아파트,6,9,73.8194,3
15,000,금강센스빌제102동,6,10,77.14,2
11,000,동보빌라,6,14,84.77,6
10,000,동산백조,6,27,71.61,6
23,500,한신,6,28,84.985,23
9,500,욱일,6,7,68.03,7
9,100,전원그린맨션B동,6,7,59.64,2
29,200,이진캐스빌블루2차,6,7,68.6835,4
9,800,원남빌라,6,16,75.93,1
10,500,문화그린맨션,6,16,59.91,2
41,400,이진캐스빌블루1차,6,17,84.9005,9
18,500,부전타워,6,19,83.61,11
15,450,태영,6,19,59.75,8
37,400,이진캐스빌블루1차,6,27,84.9005,6
13,800,부전타워,6,27,59.38,9
35,000,이진캐스빌블루1차,6,29,84.9005,6
21,500,서부주공,6,7,59.92,10
12,000,이진테마빌,6,10,48.598,13
11,200,이진테마빌,6,21,48.598,19
18,500,이진캐스빌,6,13,59.91,9
17,800,이진캐스빌,6,14,59.91,4
11,000,테마하이츠빌,6,20,76.64,5
16,500,이진캐스빌,6,30,49.2,19
11,200,씨앤스타빌,6,8,49.96,3
11,800,씨앤스타빌,6,8,49.96,14
14,000,청강주공,6,13,39.99,1
31,000,경보그랜드비치,6,3,59.9295,18
47,800,동부산관광단지삼정그린코아더베스트,6,27,84.9887,5
30,000,정관가화만사성더테라스1차,6,1,60.1758,4
24,550,정관가화만사성더테라스1차,6,2,60.1758,2
26,000,정관가화만사성더테라스1차,6,5,60.1758,4
30,500,정관가화만사성더테라스2차,6,7,60.1758,5
19,500,가화만사성정관타운,6,10,59.9193,8
26,000,정관가화만사성더테라스1차,6,10,60.1758,2
18,000,가화만사성정관타운,6,17,59.9193,6
26,000,부산정관지구이지더원5차아파트,6,20,68.414,7
19,000,가화만사성정관타운,6,29,59.9437,4
35,500,정관2차동원로얄듀크,6,3,84.999,3
35,800,정관2차동원로얄듀크,6,14,84.9993,9
34,500,정관2차동원로얄듀크,6,17,84.999,2
27,500,정관2차동원로얄듀크,6,18,59.997,19
38,000,정관2차동원로얄듀크,6,23,84.999,8
29,300,정관센트럴파크,6,14,84.41,13
29,900,정관1차동원로얄듀크,6,17,79.6089,3
32,500,두산위브더테라스,6,23,84.868,3
56,000,두산위브더테라스,6,26,84.994,5
11,900,대우아파트,6,26,49.86,2
29,500,정관1차동원로얄듀크,6,29,79.6526,13
31,000,정관1차동원로얄듀크,6,30,79.6089,9
26,700,이지더원3차,6,1,74.1653,2
22,000,이지더원,6,5,59.8832,18
20,800,이지더원2차,6,5,59.8935,11
20,500,이지더원2차,6,5,59.8935,18
20,750,이지더원2차,6,6,59.9984,12
32,800,동일스위트3차,6,8,100.7622,2
29,000,이지더원3차,6,10,74.1653,14
29,200,정관동일스위트2차,6,10,84.9803,5
19,900,이지더원2차,6,12,59.8935,8
26,500,이지더원3차,6,13,65.6536,15
22,000,동일스위트3차,6,14,65.9397,15
30,800,이지더원3차,6,15,84.97,11
17,000,정관동일스위트2차,6,16,59.9337,11
29,500,이지더원2차,6,17,84.9644,18
28,900,동일스위트3차,6,17,84.9174,15
20,600,이지더원2차,6,21,59.9984,15
24,300,이지더원,6,21,84.8834,5
18,000,정관동일스위트2차,6,21,59.9337,13
32,500,정관현진에버빌,6,22,84.988,15
29,500,정관동일스위트2차,6,23,84.9864,10
32,300,이지더원3차,6,23,84.97,15
35,800,정관현진에버빌,6,29,116.024,7
29,500,정관동일스위트2차,6,29,84.9864,10
17,700,이지더원,6,30,59.8832,11
22,500,정관양우내안愛,6,3,59.8986,6
30,800,정관동일스위트1차,6,5,84.8734,17
30,500,정관동일스위트1차,6,6,84.9971,20
21,500,정관동일스위트1차,6,8,59.6502,12
37,400,정관신동아파밀리에,6,9,107.83,13
35,000,정관이진캐스빌2차,6,9,84.9026,8
25,250,정관동일스위트1차,6,9,59.8302,13
28,000,정관동일스위트1차,6,11,84.8734,9
30,000,정관동일스위트1차,6,13,84.8734,14
27,000,정관이진캐스빌2차,6,14,59.9268,7
50,500,정관협성르네상스타운,6,15,126.2039,11
50,000,정관신동아파밀리에,6,15,140.11,5
52,500,정관신도시계룡리슈빌,6,16,103.41,19
23,000,정관양우내안愛,6,16,59.9527,15
44,000,정관신도시한진해모로,6,17,109.3076,3
22,750,정관동일스위트1차,6,19,59.8302,6
29,600,정관신도시롯데캐슬,6,23,84.85,10
22,000,정관양우내안愛,6,24,59.8986,12
20,000,정관양우내안愛,6,24,59.8986,10
22,500,정관양우내안愛,6,28,59.8986,9
34,000,이지더원1차오션포레,6,2,59.6231,8
44,000,일광대성베르힐,6,3,84.3874,12
53,000,일광자이푸르지오2단지,6,3,75.5544,26
53,000,일광자이푸르지오2단지,6,3,75.5544,26
57,000,일광자이푸르지오2단지,6,5,84.9062,11
50,000,일광대성베르힐,6,6,84.5535,17
48,000,일광한신더휴센트럴포레1단지,6,8,84.9371,8
33,000,이지더원1차오션포레,6,9,59.6231,2
33,300,이지더원1차오션포레,6,10,59.6181,20
37,000,이지더원1차오션포레,6,14,59.6231,15
71,000,일광신도시비스타동원1차,6,16,104.2061,6
49,000,e편한세상일광,6,19,84.9868,6
45,800,e편한세상일광,6,20,74.9791,14
46,000,e편한세상일광,6,22,74.9729,5
43,500,일광한신더휴센트럴포레2단지,6,23,75.9504,16
60,000,일광신도시비스타동원1차,6,29,96.1765,11
67,500,일광신도시비스타동원1차,6,29,104.2061,12
26,300,가화일광타워,6,3,59.8654,8
56,000,일광신도시비스타동원2차,6,5,96.1765,3
65,900,일광신도시비스타동원2차,6,6,96.1765,26
62,000,일광신도시비스타동원2차,6,9,96.1765,17
61,500,일광신도시비스타동원2차,6,11,96.1765,22
75,000,일광신도시비스타동원2차,6,13,104.206,14
75,000,일광신도시비스타동원2차,6,27,104.206,21
24,000,가화일광타워,6,29,59.8905,5
68,000,일광신도시비스타동원2차,6,30,104.206,17
16,700,한신,7,8,59.85,20
15,100,월드파크빌B동,7,9,75.54,4
18,400,이진스카이빌,7,10,59.97,5
32,500,부산기장포스코더샵,7,17,84.8258,17
16,800,한신,7,18,59.85,10
19,200,부전타워,7,4,83.61,11
9,800,원남빌라,7,13,75.93,1
12,450,전원그린맨션B동,7,17,59.64,4
48,000,이진캐스빌블루1차,7,17,134.6955,5
19,300,가화만사성,7,18,59.9869,20
9,500,전원그린맨션B동,7,19,58.12,2
15,000,태영,7,23,59.75,17
17,350,문화그린맨션,7,26,84.135,7
36,000,이진캐스빌블루1차,7,26,84.9436,16
36,500,이진캐스빌블루1차,7,28,84.9005,4
36,300,이진캐스빌블루1차,7,29,84.9753,6
21,900,서부주공,7,12,59.83,14
20,900,서부주공,7,13,59.83,8
21,100,서부주공,7,25,59.83,4
18,300,이진캐스빌,7,1,59.91,3
20,000,씨엘늘채움,7,5,78.0341,1
10,800,금강궁전,7,13,58.38,6
14,000,상마타운,7,21,84.9,12
21,500,씨엘늘채움,7,23,84.8274,1
17,900,우신네오빌,7,4,59.9882,16
18,000,우신네오빌,7,8,59.9882,9
19,400,우신네오빌,7,12,59.9882,14
11,800,씨앤스타빌,7,22,49.96,14
31,700,청강리더스빌,7,25,81.2138,14
40,500,동부산관광단지삼정그린코아더베스트,7,3,79.9832,2
50,000,동부산관광단지삼정그린코아더베스트,7,4,79.9755,8
44,000,동부산관광단지삼정그린코아더베스트,7,13,79.9832,5
41,900,동부산관광단지삼정그린코아더베스트,7,14,84.9887,3
45,000,동부산관광단지삼정그린코아더베스트,7,14,79.9832,5
45,000,동부산관광단지삼정그린코아더베스트,7,30,84.9887,4
43,000,동부산관광단지삼정그린코아더베스트,7,31,84.9887,2
4,400,명례솔터시티,7,18,23.88,5
35,600,정관가화만사성더테라스1차,7,8,106.0011,1
21,900,부산정관지구이지더원5차아파트,7,8,68.414,9
29,200,정관가화만사성더테라스1차,7,17,60.1758,5
28,000,서희스타힐스,7,19,84.59,5
18,600,가화만사성정관타운,7,21,59.9567,8
22,500,부산정관지구이지더원5차아파트,7,26,68.414,5
21,000,부산정관지구이지더원5차아파트,7,31,68.414,7
37,600,정관2차동원로얄듀크,7,4,84.999,18
17,000,형진강변프라자,7,8,57.14,5
38,000,정관2차동원로얄듀크,7,15,84.999,5
21,000,정관1차동원로얄듀크,7,4,59.997,5
24,400,정관센트럴파크,7,5,84.53,1
7,700,성림,7,6,48.28,2
22,500,정관1차동원로얄듀크,7,25,59.997,11
20,300,정관센트럴파크,7,26,59.81,7
19,700,정관센트럴파크,7,27,59.83,15
27,000,정관1차동원로얄듀크,7,29,79.6526,18
31,000,동일스위트3차,7,1,84.9174,15
24,000,이지더원3차,7,2,65.6536,3
19,000,이지더원,7,2,59.8832,17
18,200,이지더원,7,3,59.8832,10
23,700,동일스위트3차,7,3,65.9876,5
63,500,정관롯데캐슬2차,7,4,149.6196,20
23,000,정관동일스위트2차,7,7,84.9864,17
30,500,이지더원3차,7,7,84.97,10
36,300,정관롯데캐슬2차,7,11,101.8124,18
36,800,동일스위트3차,7,12,100.7622,11
28,800,이지더원2차,7,13,84.9644,6
20,000,이지더원2차,7,14,59.9984,10
30,900,이지더원3차,7,15,84.97,10
28,500,정관현진에버빌,7,17,84.988,3
34,000,이지더원3차,7,18,84.97,5
21,770,정관동일스위트2차,7,18,59.9337,10
20,500,이지더원,7,21,59.8832,7
18,000,이지더원2차,7,28,59.9984,1
20,900,정관동일스위트2차,7,28,59.9337,6
31,200,이지더원3차,7,29,84.97,16
24,400,정관이진캐스빌2차,7,1,59.9268,4
40,800,이진캐스빌,7,4,84.9281,14
47,000,정관협성르네상스타운,7,5,126.2039,10
30,000,정관동일스위트1차,7,8,84.8734,18
42,000,정관신도시롯데캐슬,7,8,123.35,5
21,800,정관동일스위트1차,7,9,59.8245,16
38,900,정관협성르네상스타운,7,10,101.316,2
46,000,정관협성르네상스타운,7,14,116.8112,14
22,900,정관동일스위트1차,7,15,59.6502,9
39,000,정관신도시한진해모로,7,16,109.3076,2
42,400,이진캐스빌,7,17,84.9821,7
21,500,정관양우내안愛,7,18,59.8986,4
30,250,정관신도시롯데캐슬,7,20,84.85,5
41,000,이진캐스빌,7,22,84.9281,12
33,000,정관동일스위트1차,7,22,84.9923,11
41,000,이진캐스빌,7,22,84.9281,8
29,300,정관동일스위트1차,7,24,84.8734,14
